deviceID,tripID,speed_mean,speed_max,speed_std,rpm_mean,rpm_max,rpm_std,acceleration_mean,acceleration_max,acceleration_std,kpl_mean,kpl_min
1,0,-0.09401693671118107,89.0,31.508224345855496,1.1342190494554787,3829.0,908.2892440815556,-0.01958838168609557,6.0,1.547410488515545,0.0,0.0
1,1,1.3068366627970514,157.0,,7.194328885782454,5508.5,,-0.01129288721911607,0.0,,3.5400582176444244,3.5400582176444244
1,10,1.3068366627970514,157.0,0.0,7.194328885782454,5508.5,0.0,-0.01129288721911607,0.0,0.0,3.540058217644424,3.5400582176444244
1,11,-0.6141239346112295,0.0,0.0,-1.1549315331596859,0.0,0.0,-0.011293986762422908,0.0,1.2926446477859576e-05,0.0,0.0
1,12,-0.520726911934691,59.0,13.100277742052043,-0.3325439443675492,4010.5,793.6987292232968,-0.029946659276702717,7.0,1.4596948704348771,0.0,0.0
1,13,-0.4477138043585159,50.0,14.837384266539766,0.32679384036005366,2910.0,778.3943170315146,0.014063624198637428,8.0,2.133566074774344,0.0,0.0
1,14,-0.3392695913745222,59.0,14.389105238485179,0.9024171362292712,3287.5,510.4824116880804,-0.003457599852589961,12.0,2.245371697196722,0.0,0.0
1,15,-0.47779262495821806,55.0,15.091458346589603,-0.07760423416067987,3776.0,748.6228425887876,-0.020186345463596028,10.0,1.5254879405650121,0.0,0.0
1,16,-0.6094303004601873,11.0,1.5970744002662367,-0.9091659247042339,1760.0,397.18822610754944,-0.01129288721911607,7.0,0.6110360395403225,0.0,0.0
1,17,-0.4928641587416503,46.0,13.974857590472576,-0.17818581055303667,3250.0,718.6824219525162,0.011886564827837355,7.0,1.9587647398408203,0.0,0.0
1,18,-0.6141239346112295,0.0,0.0,-1.1549315331596859,0.0,0.0,-0.01129288721911607,0.0,0.0,0.0,0.0
1,19,-0.4522632320966648,59.0,17.324127800130324,-0.09877304840493054,4192.5,790.9430599043917,-0.018638699470433298,20.0,1.9892567805573595,0.0,0.0
1,2,1.3068366627970514,157.0,0.0,7.194328885782454,5508.5,0.0,-0.01129288721911607,0.0,0.0,3.540058217644424,3.5400582176444244
1,20,-0.6139990834090061,2.0,0.14261356698881922,-1.0866887246333843,1224.0,212.7777938399383,-0.01129288721911607,2.0,0.1167416810835558,0.0,0.0
1,21,-0.6125887791921313,7.0,0.7803804731344406,-0.9315963905102653,1570.5,331.1583677964274,-0.01129288721911607,3.0,0.4938647983247948,0.0,0.0
1,22,-0.6055613546916593,15.0,2.154440132860783,-0.49148858818379215,2177.0,474.8846881084182,-0.01129288721911607,7.0,1.3021720984236467,0.0,0.0
1,23,-0.6141239346112295,0.0,0.0,-1.1549315331596859,0.0,0.0,-0.01129288721911607,0.0,0.0,0.0,0.0
1,24,-0.47386490076540394,63.0,16.2256841177691,0.08534241996897912,3257.0,789.4651127139078,-0.011571932290840135,8.0,1.5233227389394575,0.0,0.0
1,25,-0.6049806196657975,11.0,2.15065878165716,-0.8181361390270421,1774.0,420.2294307005454,-0.02910564066677294,9.0,1.5109971045693837,0.0,0.0
1,26,-0.6007945264943313,17.0,3.0190442512323328,-0.519865447244786,2491.5,639.909685480371,-0.01129288721911607,6.0,1.5280398098143118,0.0,0.0
1,27,-0.4809078005355302,74.0,17.816600536439385,-0.1855090478891796,3472.5,861.1882139647569,-0.011830155833859053,12.0,1.3260643197410085,0.0,0.0
1,28,-0.34860309606122813,72.0,19.12053051491068,0.5286053238072538,2953.5,669.5137179029648,-0.015242051864873781,8.0,1.7991167582593102,0.0,0.0
1,29,-0.4304437092492057,54.0,16.14490362693543,0.03943968067058738,3093.0,644.3466749621501,-0.013342833159279147,9.0,1.1905251930886578,0.0,0.0
1,3,1.7228408686052141,191.0,0.0,17.37986578608039,12228.5,0.0,-0.011198539282566295,0.0037130064431582397,0.0005662281742173812,1.4616144936659194,1.1796438647422005
1,30,-0.4883115075102558,61.0,14.89417309160092,-0.21789645766074703,2927.5,706.4049119456192,-0.01790681636171415,8.0,1.5325200090264621,0.0,0.0
1,31,-0.6120638897745444,16.0,1.3616377256199432,-1.0984122380117032,2363.0,226.494165643237,-0.033591407454051966,3.0,0.4809047150168183,0.0,0.0
1,32,-0.42180371801480054,57.0,14.17118505285233,0.9105748958966136,3521.5,435.11647105412584,-0.004389809126640718,10.0,1.821319579576312,0.0,0.0
1,33,-0.5263408962885039,60.0,14.564548820051602,-0.4382203318995996,2986.0,761.7913527931955,-0.045375990228693826,8.0,1.2345603297435837,0.0,0.0
1,34,-0.5650287562526668,34.0,8.348165433923908,-0.6459287454875862,3289.5,581.6115587902248,-0.015301711938894931,5.0,0.9267813206184544,0.0,0.0
1,35,-0.4981815170004654,53.0,13.302493079093432,-0.2050749908198412,3735.0,704.1256289362722,-0.0038207829805901785,16.0,2.0658273926922717,0.0,0.0
1,36,-0.6065585235940626,11.0,1.9396165803011736,-0.7044200710925957,1998.5,511.1522257918096,-0.030754224947551194,5.0,0.9460920192072593,0.0,0.0
1,37,-0.5075041715628718,54.0,14.280054518326008,-0.19034448165565054,2928.0,859.9527073082132,-0.014918442564193704,5.0,1.494787322923773,0.0,0.0
1,38,-0.4084465610925466,60.0,17.221489394639974,1.406336913992317,4290.0,737.7426412011608,0.06519157176643495,9.0,3.913857793569259,0.0,0.0
1,39,-0.5687705021766462,69.0,9.833198181875058,-0.404222382251006,5305.0,875.8429884004371,-0.014839872736864183,9.0,1.8725653097361425,0.0,0.0
1,4,1.3068366627970514,157.0,0.0,7.194328885782454,5508.5,0.0,-0.011861968015139515,0.0,0.002017178826149696,3.5400582176444235,3.5400582176444244
1,40,-0.48380786409499976,52.0,13.953370596416832,-0.014268168596646934,3248.0,786.5132822605733,-0.01804968733406466,8.0,1.3957471284463001,0.0,0.0
1,41,-0.5642595139058147,42.0,8.367490367317263,-0.6333739156167302,3357.0,640.9350323859409,-0.01876008601359868,7.0,1.1065548080854606,0.0,0.0
1,42,-0.4543684733275031,69.0,16.363806231395646,0.014173357337067007,3221.0,761.3692292824447,-0.015269044638905918,9.0,1.4508152475309917,0.0,0.0
1,43,-0.6096896221134717,11.0,1.6786027743582197,-1.0680022970004737,1594.0,263.78052109843514,-0.025949741152532943,2.0,0.4712130059694807,0.0,0.0
1,44,-0.609363071647071,15.0,1.6836439342459815,-0.954312951095006,2179.5,389.0258587054522,-0.021921442532273055,6.0,0.8364868561290083,0.0,0.0
1,45,-0.5308114008388112,41.0,10.995977324751768,-0.2663731225711514,2676.5,776.9131760868368,-0.02716005902956578,12.0,1.4990630149778719,0.0,0.0
1,46,-0.5781082851451591,29.0,6.271573302140147,-0.6823221561051267,2358.5,562.7742643335515,-0.01129288721911607,6.0,0.9564058518840856,0.0,0.0
1,47,-0.6107319375924093,15.0,1.6664918055714673,-1.032141928451233,2302.5,321.786130229149,-0.06516650283693856,6.0,0.6310587319340306,0.0,0.0
1,48,-0.6116474692552935,12.0,1.423970441408454,-1.1058622120536907,1736.0,213.46485616457446,-0.03190693435831592,2.0,0.3011789209518508,0.0,0.0
1,49,-0.6137951912273736,7.0,0.3901521124428939,-1.128770033961905,1815.0,147.26242742354455,-0.01129288721911607,3.0,0.20903941970737633,0.0,0.0
1,5,1.7228408686052141,191.0,0.0,17.37986578608039,12228.5,0.0,0.003275581159084122,0.22666666666666666,0.054974741674902135,1.1796438647422003,1.1796438647422005
1,50,-0.6098324074661496,14.0,1.6360767419633857,-0.9997598305403887,1839.0,314.69218159656697,-0.042395789732775094,6.0,0.572317885546481,0.0,0.0
1,51,-0.5510063756494412,47.0,10.782789533044037,-0.2822101014095714,4202.5,861.0311319733709,-0.01129288721911607,7.0,1.3739842428571625,0.0,0.0
1,52,-0.6083830411060976,19.0,2.245170840704116,-1.034910770480677,2953.5,346.8600405833619,-0.02514807675688277,5.0,0.6417297983103785,0.0,0.0
1,53,-0.6047120747513163,16.0,2.6005947953668263,-0.6981937639520287,2493.5,544.4464877029625,-0.01129288721911607,9.0,1.469549069641809,0.0,0.0
1,54,-0.5267486567823177,63.0,14.496057483844249,-0.3492577041647957,3043.0,812.0981686498358,-0.010864402855051357,6.0,2.136108246610674,0.0,0.0
1,55,-0.5602541089408096,59.0,10.083488239527313,-0.5344586373534144,4971.5,801.7070015941953,-0.03079125583058806,8.0,1.8974919792384433,0.0,0.0
1,56,-0.6110168670392616,9.0,1.2801991580092182,-1.0567584510771295,1300.0,247.27345451597083,-0.02851323930642591,3.0,0.35752111973587003,0.0,0.0
1,57,-0.49566871880038194,55.0,16.34379118976987,-0.10015503118822412,3880.0,984.7975422009096,-0.007124971529930276,9.0,1.7806363492750836,0.0,0.0
1,58,-0.438801556947117,59.0,17.096801360465655,0.6019718916694416,4243.0,1111.6221924688032,0.0019049241095328298,16.0,1.6327112947404139,0.0,0.0
1,59,-0.5976158312061436,14.0,3.096119228261316,-0.5819790433126795,2455.0,695.4649170275278,-0.01129288721911607,5.0,0.8587202865333848,0.0,0.0
1,6,1.7228408686052141,191.0,0.0,17.37986578608039,12228.5,0.0,-0.01129288721911607,0.0,0.0,1.1796438647422003,1.1796438647422005
1,60,-0.5102709307596394,52.0,14.974980760922806,-0.33280243033309914,3187.0,813.7212093818949,-0.016836612285554598,7.0,1.3214625609525579,0.0,0.0
1,61,-0.4427544960400123,48.0,12.960721769175139,0.32671527923064075,3205.0,733.2235370776982,-0.009759517953166772,14.0,1.1891601932589984,0.0,0.0
1,62,-0.5543596497578461,38.0,9.550289343911832,-0.4268763905105074,3268.0,732.3806122945535,-0.016053824597612867,18.0,1.4289736617831355,0.0,0.0
1,63,-0.38736446698751403,61.0,17.0806826442704,0.46342190590541327,3199.0,825.8694442092084,-0.01972414016449952,14.0,1.9951289317562757,0.0,0.0
1,64,-0.6102758490074359,8.0,1.3820674435653957,-1.0053569145225976,1732.5,301.13033366316716,-0.016297222232731837,4.0,0.46430089516560796,0.0,0.0
1,65,-0.4252682962399816,77.0,17.550694853690455,0.4748698838954824,4097.5,782.6544210931235,-0.011389770272586043,13.0,2.44940824952419,0.0,0.0
1,66,-0.6095664467663118,9.0,1.6973482610372421,-1.0718831118848853,1320.0,250.8792021597923,-0.04428607134987016,1.0,0.34195066817366915,0.0,0.0
1,67,-0.6053104276428196,17.0,2.7240246465776203,-0.9363732973858274,2504.0,453.3785280482567,-0.01129288721911607,6.0,0.7995900589021114,0.0,0.0
1,68,-0.4329163262079766,68.0,18.47004459941434,0.22856704978891634,4463.0,769.5318147816288,-0.013617243985581362,11.0,1.9340968492212174,0.0,0.0
1,69,-0.6107870024790784,7.0,1.2293911853679518,-1.0668919572736595,1158.0,241.50398439709704,-0.022536969951172298,2.0,0.24849464397255036,0.0,0.0
1,7,1.7228408686052141,191.0,0.0,17.37986578608039,12228.5,0.0,-0.01129288721911607,0.0,0.0,1.1796438647422005,1.1796438647422005
1,70,-0.35458476877725986,70.0,18.703355282758366,0.642684368651924,4502.0,724.4018087704007,-0.00014568847853027377,9.0,1.893733782014552,0.0,0.0
1,71,-0.07538524792149055,85.0,17.447442133045197,1.4005155137442558,4426.5,394.4245186522108,0.010317333645995255,10.0,2.2995529443025546,0.0,0.0
1,72,-0.2206631900275165,80.0,26.780430069617815,0.6659451374675627,3276.0,873.5525602803034,-0.021163943881403326,10.0,2.0455994125130053,0.0,0.0
1,73,-0.6103562631836374,8.0,1.2524303781080868,-0.8889229666938145,2330.5,410.44550201237195,-0.019690477178158552,4.0,0.5130165490331783,0.0,0.0
1,74,-0.6141239346112295,0.0,0.0,-0.6967559016075471,945.0,425.5326634267081,-0.01129288721911607,0.0,0.0,0.0,0.0
1,75,-0.5550593585017445,52.0,11.464628548991403,-0.5644150311664413,5845.5,751.9654884051652,-0.012569703027897857,8.0,1.1074788280162238,0.0,0.0
1,76,-0.5218227855138888,49.0,12.138243933244873,-0.06703663696049542,4568.0,899.5850042971748,-0.009089105193369772,8.0,1.3067605170596828,0.0,0.0
1,77,-0.17825812590690754,65.0,19.987093746850874,1.2043176403609155,3263.0,392.9434952654941,0.0682225116773105,10.0,2.5087008474433383,0.0,0.0
1,78,-0.07253341131146532,92.0,28.269659096122535,1.520019979752274,3319.5,604.5956962178449,-0.019941233306467437,12.0,2.2902867860028895,0.0,0.0
1,79,-0.5094724741067642,49.0,13.589281760025461,-0.27020820352053926,2517.5,798.9626422562404,-0.025065103277050263,5.0,0.8992326866216458,0.0,0.0
1,8,1.3068366627970514,157.0,0.0,7.194328885782454,5508.5,0.0,-0.2047803578670874,0.0,0.5008673033404711,3.540058217644425,3.5400582176444244
1,80,-0.5027960418186772,54.0,13.82049602194863,0.004404211354139181,3412.0,697.4811962818313,-0.011572619714857242,6.0,1.0390061337150234,0.0,0.0
1,81,0.05128702799674468,80.0,22.01498663101198,1.678042173627348,2999.5,417.0026099893956,0.1081685534821255,7.0,1.4109174522419796,0.0,0.0
1,82,-0.051294714988421086,46.0,,2.388028660954366,2337.5,,0.014846709153252697,0.023923444976076555,,0.0,0.0
1,83,0.008903540675583651,64.0,10.742904635153373,1.9751809614152065,2630.0,251.7817043922506,0.5269736812807015,4.0,2.6773165683921074,0.0,0.0
1,84,0.10654217486232298,63.0,2.2335820757001272,1.6411650735106447,1960.5,67.1189863848772,-0.23822479849492678,2.0,1.685709748741453,0.0,0.0
1,85,-0.3977958687115528,89.0,26.624068407958966,0.09351499007747052,4300.0,879.2791784732239,-0.023788131785737222,14.0,1.4839309608897582,0.0,0.0
1,86,-0.6141239346112295,0.0,0.0,-1.1549315331596859,0.0,0.0,-0.01129288721911607,0.0,0.0,0.0,0.0
1,87,-0.016284543590894342,77.0,15.655741251088505,1.5251357731037662,3266.5,400.17434674973634,0.02475151299246544,7.0,1.5829818347085967,0.0,0.0
1,9,1.3068366627970514,157.0,0.0,7.194328885782454,5508.5,0.0,-0.01129288721911607,0.0,0.0,3.467911770880808,0.7984932406269465
11,0,0.04287788608531677,101.0,31.135865033280826,1.238925851268474,3586.25,683.7334510660149,0.019008332870788017,8.0,2.3031963235570294,6.135501232183948,0.0
11,1,1.3068366627970514,157.0,0.0,7.194328885782454,5508.5,0.0,-0.01129288721911607,0.0,0.0,3.5400582176444244,3.5400582176444244
